2496,-5493,8959,-11251,2562,-11901
1697,-2847,2343,-4704,5619,-12571
2338,-3380,2809,-7156,2002,-4391
3734,-6297,3039,-10059,1693,-6612
2431,-5181,4504,-6489,4972,-7899
2006,-3101,2265,-5390,2412,-4264
1886,-2962,2315,-7906,1995,-3070
3279,-4944,4040,-5951,6061,-7818
1578,-5730,3806,-7743,4362,-11724
1535,-2755,2075,-3614,2757,-3849
3676,-5071,4496,-9309,1630,-6921
1798,-4060,6585,-11884,2430,-4227
1842,-3384,4652,-6570,4933,-9030
1527,-2909,5821,-12166,2629,-4219
1706,-3053,2534,-3770,4469,-8341
1737,-3360,2338,-3760,4519,-10289
2352,-4733,3851,-5720,8996,-11705
1559,-2595,4505,-5921,1575,-2631
2953,-4235,2127,-5812,3095,-12152
1541,-2572,1610,-2727,8609,-12093
1769,-5029,6278,-10133,3511,-12500
1644,-2699,2769,-4543,3096,-6821
2809,-6685,8201,-13136,3484,-8613
1626,-5334,5351,-9643,3950,-6166
4334,-5589,7146,-11068,4970,-10128
1580,-2634,1602,-3332,4242,-9524
2143,-3781,3023,-5293,4319,-9181
1509,-2662,3569,-5234,1670,-2709
2053,-3182,2049,-5270,10737,-13095
1544,-2596,2052,-8706,1530,-2652
1580,-2663,9585,-12078,3785,-5858
1739,-2897,3100,-4283,3383,-9498
2390,-5208,2037,-6331,3020,-6338
7174,-8966,7102,-10607,3755,-11957
3225,-4614,5302,-11008,3501,-4727
3708,-5111,4825,-6088,7109,-12121
3059,-4589,5339,-9793,7349,-10852
1779,-2937,1901,-4826,7006,-13448
1748,-2839,2071,-4177,1718,-3063
1539,-2844,1606,-3595,3700,-5224
1535,-2609,1519,-2651,4872,-11288
1529,-2671,1721,-3574,1616,-7440
3412,-6175,1932,-10725,9389,-11084
1772,-2999,8144,-10414,2168,-5111
1564,-2604,4585,-8687,1775,-2823
1542,-2720,1567,-3788,2958,-7259
1556,-2581,7130,-11262,2089,-3761
1741,-4442,2757,-7242,3945,-12599
1749,-3304,5641,-11653,2176,-4687
1508,-2603,1981,-4198,1593,-4524
2136,-3536,9089,-12078,2353,-5651
1534,-2588,1569,-2687,5781,-12921
1633,-2668,4111,-8507,2685,-5299
1787,-4317,3115,-4629,6184,-7745
1895,-3159,1916,-9205,4943,-6014
1828,-3106,5321,-8117,8059,-11110
1536,-2691,1822,-2855,1515,-3844
1886,-3209,5892,-8805,2466,-3709
2814,-4268,3868,-8798,4075,-8594
2368,-3411,5837,-9892,3659,-7460
3137,-4852,2234,-5397,6435,-10498
2778,-5430,5266,-8954,2190,-7025
1732,-4936,4715,-6004,4180,-10721
1543,-2779,3382,-6205,5801,-8898
1557,-4055,9780,-11867,3678,-8398
3320,-4548,2183,-9505,3767,-6928
3387,-5572,3200,-6274,4721,-5897
1691,-6171,4586,-8238,2987,-11340
1669,-3493,9159,-10989,9132,-13059
5907,-7170,2666,-8165,6383,-13277
1575,-3111,5692,-10179,2831,-4209
3647,-7611,3726,-10017,3555,-9192
1503,-2620,1632,-2750,1505,-3138
1748,-5995,4798,-6304,2177,-11252
1625,-5038,5541,-10838,4461,-8540
3030,-5039,6527,-8231,3253,-9343
1777,-2912,3858,-6729,4515,-7990
2215,-3409,5848,-9282,2353,-6571
3479,-7199,4020,-9669,9837,-12769
1555,-2599,2487,-4105,1518,-2621
4511,-9571,3814,-9844,1860,-13247
3471,-7228,2217,-10574,2492,-8964
1912,-5662,7921,-9431,2480,-6987
2055,-4535,2714,-5426,6191,-7382
1585,-2689,1901,-3559,1940,-4094
2992,-5292,8584,-12529,4062,-7428
1750,-4530,2642,-6912,4314,-5474
2775,-5610,3129,-6593,3950,-9888
2281,-5122,5848,-7705,1796,-7963
4086,-6581,1898,-10186,7516,-9053
1524,-3670,2784,-4370,3766,-6932
2439,-5744,4747,-10221,2300,-10781
1518,-3084,4701,-6227,1517,-4131
2189,-3829,3047,-4447,2852,-10202
1698,-3770,4565,-9661,4978,-6093
1512,-2594,1687,-3063,2863,-9190
1796,-2797,1717,-11255,7546,-9630
3517,-6539,3193,-7222,3746,-9076
3507,-8436,4137,-13206,4401,-8997
1528,-3046,6100,-8758,2777,-3848
1933,-4380,2108,-6960,1989,-6289
1552,-4316,5915,-10427,4786,-8304
1733,-3450,2425,-7889,1952,-6190
1687,-2731,1810,-5425,1555,-3053
2917,-7035,4839,-12092,5473,-10702
2773,-4066,3619,-6405,1722,-4369
2725,-4883,3410,-6408,8151,-9233
2015,-3050,5587,-7945,3139,-4776
2185,-3347,5979,-8507,2530,-3549
1687,-4285,9678,-11351,4139,-6498
2486,-3552,5278,-12362,8705,-10098
3057,-4893,1603,-6133,1970,-5175
1719,-3172,3146,-12542,2602,-4495
1552,-2591,3142,-5834,1524,-2651
1839,-3920,4104,-5184,6912,-12676
1855,-3021,9847,-11964,3155,-4692
1589,-2877,11114,-13022,2792,-9222
1990,-3297,1599,-9191,6067,-9221
1621,-2761,4432,-7419,1553,-3302
1545,-2600,2627,-4013,1879,-3422
1546,-2812,3490,-4564,5960,-9862
3029,-7393,6780,-9175,4455,-12130
6760,-8057,1844,-8238,5848,-10653
2172,-4734,2729,-4868,5247,-8213
1806,-2983,9458,-12046,1551,-3281
1588,-2987,2262,-7663,2142,-3252
5409,-6568,7670,-10538,4208,-9092
1560,-2609,1533,-4132,5920,-11926
1618,-2809,1787,-3083,4684,-8389
1531,-2572,4108,-5316,1508,-2883
1529,-2964,1777,-3045,5051,-7159
1638,-4352,2985,-6081,5028,-6453
1514,-2548,1532,-2577,3161,-8074
3600,-5437,6380,-11766,5314,-10471
1563,-2714,1991,-6748,1863,-2928
2785,-5944,6615,-9125,4037,-7481
3063,-4280,3433,-6125,3350,-8519
2004,-3095,1747,-3252,9804,-12580
2294,-5622,2396,-10747,3781,-6240
1808,-3590,1731,-4807,4296,-7480
1709,-2888,2368,-5562,4424,-6344
2139,-3847,2642,-8930,2576,-4821
1921,-4010,2638,-4449,7900,-10620
1668,-3930,2911,-9205,1623,-8815
1785,-3259,2496,-5693,3796,-5391
1909,-3164,8821,-10763,2668,-10113
1719,-2953,8540,-10915,1875,-3628
2471,-3520,1743,-6240,6522,-7581
1651,-2755,2855,-5057,2414,-3493
1516,-2516,1655,-3009,6311,-9924
1603,-3978,3672,-5097,2927,-12113
2023,-4059,4538,-5737,10493,-11769
1731,-3193,8734,-9837,2098,-3296
1989,-3643,9322,-13245,2727,-3829
3877,-8619,8805,-10236,6195,-10870
5478,-9637,4014,-10371,2159,-12897
2690,-6763,2295,-12833,5201,-10701
1621,-2659,2176,-3613,1673,-2875
1560,-2740,1780,-2841,2165,-9692
1614,-3839,8423,-12446,2700,-11569
1585,-2648,1667,-2787,3564,-6748
2872,-4170,6464,-9585,2717,-10565
2300,-7631,1984,-7697,10474,-12173
1828,-3410,2264,-3593,2979,-9148
4640,-6333,4969,-6775,8445,-11176
1523,-2620,1640,-7070,1686,-2870
1959,-4534,6973,-9245,2265,-4597
4569,-5795,6383,-12436,3068,-5887
2499,-5013,8827,-9989,2714,-8468
1808,-2883,7056,-12773,2153,-3279
3614,-7574,3394,-10863,4250,-8353
2406,-4124,7426,-12993,2294,-4832
1575,-3714,4674,-5767,5201,-6865
4149,-5406,3951,-6878,4703,-6875
3436,-5103,8262,-10408,1826,-11740
1715,-2978,1585,-3537,2981,-5643
2010,-4246,8777,-12080,3164,-5621
1601,-3345,2470,-6616,2802,-8849
2611,-4438,4502,-12402,8746,-9972
1512,-2612,4840,-10768,1659,-2801
2917,-4302,2089,-8477,5651,-8537
3215,-6090,3592,-8103,3022,-12967
3300,-5212,4223,-11740,5178,-7167
1623,-2719,9875,-12301,2111,-3669
1606,-2747,1610,-2928,5331,-9387
1565,-2640,1761,-3102,1702,-2848
1556,-2578,2811,-3812,1636,-2667
1547,-2660,1774,-3280,3140,-9871
1638,-2906,2628,-13227,1635,-3006
1971,-3408,2176,-5322,7415,-11776
1961,-5119,4824,-7664,4826,-12885
2332,-4549,4142,-5364,2370,-10648
1963,-3897,4963,-9799,5170,-12990
1721,-3439,7387,-10042,3878,-6118
1718,-2928,7368,-8949,3372,-6442
2082,-5756,1926,-9151,4267,-6210
4993,-6219,4226,-12386,2562,-10875
1535,-2589,5337,-7180,3195,-7366
1532,-2566,1607,-2682,2092,-4127
3339,-4531,4328,-12467,2258,-9566
2366,-3409,3309,-10084,5187,-7377
2093,-5023,2251,-11947,10525,-13259
2158,-4645,1615,-9447,7549,-9309
1571,-2639,3441,-6120,3025,-12866
2107,-4465,4221,-11631,8104,-11509
1666,-3046,2065,-3216,2089,-10391
1606,-2656,3083,-4210,5195,-6462
1875,-3509,2513,-7169,1774,-5271
2075,-5575,2828,-7078,5751,-11157
1632,-2680,1597,-2710,4650,-12397
7431,-8623,7682,-10682,7250,-12161
1742,-3184,2028,-10058,2517,-4854
1665,-6640,4011,-12558,3107,-6955
1685,-3886,5260,-10173,2441,-4146
4429,-7013,7916,-12247,5582,-11485
1799,-3057,2785,-6828,3650,-9661
1592,-4506,2263,-10698,2281,-9813
2030,-3605,6476,-7841,1932,-10539
1891,-3052,2495,-11564,5122,-9738
5560,-7817,8990,-10699,8163,-11829
2026,-3268,2656,-12564,3881,-5776
1578,-2762,4472,-8292,1866,-3068
2655,-7467,2916,-7694,6388,-9058
1548,-3423,7175,-8959,2472,-3623
1530,-2563,1909,-6087,3592,-9155
1533,-9670,11074,-13498,4840,-11660
2039,-3257,4156,-5459,11605,-12910
1763,-3041,3175,-4495,5313,-9164
2305,-4565,4245,-6226,6356,-10604
3268,-4822,2727,-6870,1826,-7473
4153,-10444,6728,-12776,3042,-12220
3932,-8226,3196,-12187,11275,-12412
3413,-4538,4343,-9456,1941,-6316
1568,-3090,5000,-6900,5270,-9646
1723,-3019,1898,-3388,5499,-7140
4067,-5837,1546,-7759,6607,-7926
1546,-2724,6752,-8931,7304,-9561
3636,-6874,11657,-13090,7488,-8692
1706,-2927,3996,-10995,1859,-2995
3282,-5901,5920,-9767,8939,-10872
7154,-8180,10946,-12940,8142,-10661
1747,-3334,9603,-13356,3306,-7949
2903,-4498,9501,-12043,4432,-7258
2160,-3376,2111,-3972,7310,-10732
1520,-2635,1530,-2951,7339,-9721
2276,-4012,11596,-12877,5108,-8341
2393,-4005,2350,-6765,4529,-10864
1637,-2800,5657,-10957,5090,-9178
1509,-2597,1949,-12127,1698,-3564
2157,-6339,2738,-8503,10862,-13014
1818,-3356,3375,-5919,1987,-4855
2875,-4120,8479,-9599,2098,-4137
4246,-5611,2482,-5722,2093,-6542
1641,-2988,1726,-3433,4976,-10884
1540,-2564,1762,-2959,1984,-3833
1969,-4083,6919,-10078,9652,-13471
1712,-2792,4715,-13120,2034,-3208
5623,-8494,4978,-9389,8396,-11682
1736,-3066,5140,-12646,1642,-3472
2077,-5248,8299,-9737,4671,-13304
2848,-4074,2631,-4197,1596,-6712
1691,-2866,1986,-6451,2319,-3614
1533,-2921,1524,-4138,2950,-11776
1523,-2591,2551,-8647,2412,-3467
1555,-2777,4632,-5710,8311,-12660
2613,-5777,2844,-7402,4801,-8074
1567,-2920,2929,-6616,4735,-6177
2382,-3773,1922,-4348,4790,-6141
1779,-3280,8637,-11287,5008,-8051
1565,-2623,1571,-3002,5183,-11461
1586,-2754,2196,-4107,3393,-4651
5014,-6115,1980,-7682,8550,-10461
1670,-3036,2771,-5599,3364,-10538
1644,-2849,1547,-4192,3020,-9708
3151,-4517,3631,-7982,3274,-9235
2291,-10049,7752,-10241,6029,-12911
5561,-8458,7495,-12998,9373,-10857
3968,-5519,10744,-13450,7066,-11415
2400,-4348,3779,-12355,6138,-7457
3688,-8408,3615,-8441,4481,-11056
2713,-4257,7575,-12500,2419,-5884
3437,-5955,1783,-12640,4600,-12160
3686,-7812,5372,-9360,10514,-12525
2433,-4263,2536,-4464,3405,-10160
1562,-2606,1791,-2933,6118,-8367
3054,-4247,3299,-8387,2659,-10026
2092,-3344,2182,-8766,1683,-9163
1802,-3478,4297,-12822,1851,-3768
3687,-6995,2104,-12902,1824,-8524
2714,-3887,1569,-4033,4620,-6857
4492,-5911,3218,-7175,1878,-10317
1514,-4057,3778,-5398,2770,-7674
1517,-2613,1609,-3217,2556,-12473
3049,-4555,6778,-11343,6632,-12001
5870,-8605,5288,-8520,9521,-10892
3518,-5029,1549,-3158,4310,-8660
2157,-6635,3519,-5273,4371,-10913
2573,-4945,2353,-4689,6933,-9505
1582,-6842,2453,-3750,3671,-5566
1891,-3084,1507,-2530,1850,-3026
5168,-7732,3703,-7227,5311,-12184
4235,-5370,1501,-3344,4701,-7253
2600,-3912,1683,-2827,4247,-12476
1752,-2953,1806,-2861,3823,-9568
1626,-2695,1547,-2567,2540,-4840
1670,-10531,5125,-7846,7184,-9134
7256,-9000,1510,-2689,1553,-2734
1745,-7095,1534,-2723,1747,-3696
2468,-6500,3278,-5122,3856,-11661
2582,-5576,1515,-2691,1670,-4937
10291,-13496,4933,-9998,6582,-12377
2315,-9353,4588,-5702,2024,-7186
2308,-3813,1653,-2997,10280,-12761
1504,-2540,1504,-2516,1924,-3706
12204,-13257,1986,-3715,3544,-6301
1734,-2742,1566,-2622,2817,-4430
1734,-7410,3908,-5191,2607,-6855
2156,-4448,1953,-3256,2528,-11698
10536,-12833,4486,-7689,4759,-8831
3892,-4971,1622,-2686,1598,-2722
1912,-4853,1865,-4006,6419,-8313
2823,-10487,1587,-2637,3743,-7037
1591,-2742,1587,-2683,4844,-8991
2898,-10997,1853,-3072,4099,-8845
11062,-12397,3496,-6087,4245,-7118
1953,-7217,1927,-4447,3757,-11624
1578,-5110,1881,-2965,11362,-12810
1652,-4558,1617,-3757,2574,-12515
2884,-8456,2479,-4958,8519,-11518
3917,-7189,3258,-4419,9001,-11517
1622,-3004,1551,-2739,10782,-12307
3576,-5627,1938,-3264,1887,-3417
5471,-6919,2257,-4218,2320,-10674
3231,-11125,1570,-3721,2871,-12512
2447,-3637,1539,-2601,6693,-9396
2891,-3952,1625,-3123,3041,-5462
9024,-10772,1746,-2807,4290,-5342
2903,-5280,1518,-2534,1583,-2574
1915,-3622,1712,-2995,1562,-7316
1693,-3042,1518,-2536,2476,-3955
2501,-5324,1714,-2775,1521,-3170
2010,-5513,1703,-2944,1521,-4496
2859,-10374,2977,-9464,3876,-9936
1703,-4149,2035,-3205,7921,-10668
4571,-6507,2425,-4836,5432,-10909
2476,-7541,1501,-2525,1570,-2642
4057,-6926,2009,-5660,6089,-8179
4853,-6787,1860,-4895,2286,-10291
7028,-9199,2693,-5745,4571,-6378
4823,-8413,1524,-2799,2784,-4910
3977,-5406,2164,-3640,6150,-11682
8625,-11263,2556,-3981,4228,-11568
2869,-9975,1530,-3340,1498,-3787
3047,-6074,1577,-3381,4143,-7761
2386,-5663,2171,-3407,8157,-9886
2150,-12737,2384,-7981,1924,-11279
6486,-8031,1806,-3802,2020,-11556
6449,-10538,2087,-3748,2952,-4139
3430,-4494,1869,-3401,4086,-10495
2792,-5539,2184,-4391,6258,-11482
7228,-13200,1850,-5447,2552,-10389
1922,-5678,3423,-5267,8989,-10218
3490,-5425,2637,-4672,10264,-11652
4916,-6027,1974,-3307,2841,-4331
11106,-13216,2138,-3742,2628,-3925
3805,-11706,4939,-8922,9911,-13190
3373,-4551,1781,-4174,8445,-12614
5751,-9098,1551,-2611,3081,-4235
5325,-9792,2230,-3312,1860,-3980
2184,-3312,1842,-2917,3239,-10419
4315,-6044,2304,-4041,5499,-6593
5476,-9503,4546,-6625,8796,-10394
3204,-5963,2296,-3672,2488,-6306
1716,-9903,1565,-2667,5421,-6963
2975,-7814,1904,-4103,5695,-12555
7275,-10116,1926,-3253,4693,-5909
5781,-7130,2373,-4392,6313,-13296
10473,-11888,4752,-6274,3514,-8468
3755,-12483,2181,-3644,1628,-6502
4175,-7124,5559,-6747,4297,-9700
1654,-3730,1498,-2543,5106,-6294
1729,-3655,2607,-3629,3609,-5413
6536,-11703,3017,-4638,1940,-8211
3378,-7488,1556,-2708,1621,-2721
3309,-5288,1773,-2888,3029,-13460
4221,-6606,1775,-3482,3675,-4866
2251,-4801,1687,-3619,7078,-8838
2856,-11158,2422,-6471,2443,-6825
4610,-6277,2924,-5245,5279,-9832
4918,-13422,1592,-2883,3781,-5848
4687,-10917,1927,-4333,5766,-11366
1693,-3340,1696,-2869,4430,-7638
3564,-8467,2848,-4057,2479,-6571
2054,-4107,2428,-4058,2993,-13266
11620,-13362,2630,-4233,8381,-10101
5106,-9668,3969,-5616,3350,-11680
2643,-7670,4814,-6006,5070,-12107
3402,-9358,2761,-7075,2989,-10307
3899,-8409,2028,-4330,2652,-5635
7972,-11419,1875,-4054,3000,-6717
5760,-8233,2604,-7045,5589,-9678
3194,-6197,2192,-4759,1675,-5994
1512,-3034,1497,-2687,3798,-5742
3487,-8779,1697,-5270,5332,-7213
2223,-10107,1705,-3138,5587,-7001
6159,-8434,3896,-5162,10027,-12675
3093,-6982,1547,-2958,1674,-3092
2815,-8167,1523,-2558,1534,-2598
2957,-12368,1505,-2549,2652,-4344
1562,-4161,1813,-3495,1873,-4354
2559,-4559,2788,-3898,3266,-5339
2350,-5864,2091,-3579,5675,-6724
1612,-3280,1701,-2974,10966,-12807
2051,-11218,2526,-5450,5549,-11901
2440,-10258,6682,-8787,8988,-11743
3969,-7919,3499,-5369,2261,-6784
5671,-6964,4344,-5954,6161,-10299
7886,-11300,3773,-10760,2484,-12995
2444,-5625,1776,-5412,5129,-8324
6663,-8800,2340,-5666,2869,-10451
2689,-6827,2453,-4451,5560,-7594
2533,-3676,1505,-2905,1976,-3126
11685,-13090,1646,-2989,3714,-5335
1561,-9424,1556,-3039,2628,-8804
6066,-9793,2492,-3635,2498,-3811
6922,-11097,3886,-7339,2629,-12087
7145,-8323,2546,-4226,3858,-8816
3469,-5687,1913,-3260,4897,-6145
7288,-10096,1598,-2674,1762,-6003
4239,-12430,5653,-7942,5727,-11171
1779,-3137,1598,-2801,7239,-11522
2703,-11143,4840,-6998,1987,-8077
2767,-7712,2103,-3269,2185,-3400
8719,-10803,1615,-3976,6017,-12092
4621,-7631,3446,-4711,2102,-5344
6993,-11460,1845,-3087,3210,-5493
2484,-3509,1674,-3069,5449,-6767
3749,-7906,1514,-2551,1662,-4614
2882,-4872,1539,-2649,1544,-2873
5555,-8028,4648,-6071,3264,-6138
2379,-11758,3705,-4970,3982,-7638
9769,-12792,2898,-7521,2570,-11007
3448,-5066,1502,-2537,1852,-3054
2562,-11901,2496,-5493,8959,-11251
5619,-12571,1697,-2847,2343,-4704
2002,-4391,2338,-3380,2809,-7156
1693,-6612,3734,-6297,3039,-10059
4972,-7899,2431,-5181,4504,-6489
2412,-4264,2006,-3101,2265,-5390
1995,-3070,1886,-2962,2315,-7906
6061,-7818,3279,-4944,4040,-5951
4362,-11724,1578,-5730,3806,-7743
2757,-3849,1535,-2755,2075,-3614
1630,-6921,3676,-5071,4496,-9309
2430,-4227,1798,-4060,6585,-11884
4933,-9030,1842,-3384,4652,-6570
2629,-4219,1527,-2909,5821,-12166
4469,-8341,1706,-3053,2534,-3770
4519,-10289,1737,-3360,2338,-3760
8996,-11705,2352,-4733,3851,-5720
1575,-2631,1559,-2595,4505,-5921
3095,-12152,2953,-4235,2127,-5812
8609,-12093,1541,-2572,1610,-2727
3511,-12500,1769,-5029,6278,-10133
3096,-6821,1644,-2699,2769,-4543
3484,-8613,2809,-6685,8201,-13136
3950,-6166,1626,-5334,5351,-9643
4970,-10128,4334,-5589,7146,-11068
4242,-9524,1580,-2634,1602,-3332
4319,-9181,2143,-3781,3023,-5293
1670,-2709,1509,-2662,3569,-5234
10737,-13095,2053,-3182,2049,-5270
1530,-2652,1544,-2596,2052,-8706
3785,-5858,1580,-2663,9585,-12078
3383,-9498,1739,-2897,3100,-4283
3020,-6338,2390,-5208,2037,-6331
3755,-11957,7174,-8966,7102,-10607
3501,-4727,3225,-4614,5302,-11008
7109,-12121,3708,-5111,4825,-6088
7349,-10852,3059,-4589,5339,-9793
7006,-13448,1779,-2937,1901,-4826
1718,-3063,1748,-2839,2071,-4177
3700,-5224,1539,-2844,1606,-3595
4872,-11288,1535,-2609,1519,-2651
1616,-7440,1529,-2671,1721,-3574
9389,-11084,3412,-6175,1932,-10725
2168,-5111,1772,-2999,8144,-10414
1775,-2823,1564,-2604,4585,-8687
2958,-7259,1542,-2720,1567,-3788
2089,-3761,1556,-2581,7130,-11262
3945,-12599,1741,-4442,2757,-7242
2176,-4687,1749,-3304,5641,-11653
1593,-4524,1508,-2603,1981,-4198
2353,-5651,2136,-3536,9089,-12078
5781,-12921,1534,-2588,1569,-2687
2685,-5299,1633,-2668,4111,-8507
6184,-7745,1787,-4317,3115,-4629
4943,-6014,1895,-3159,1916,-9205
8059,-11110,1828,-3106,5321,-8117
1515,-3844,1536,-2691,1822,-2855
2466,-3709,1886,-3209,5892,-8805
4075,-8594,2814,-4268,3868,-8798
3659,-7460,2368,-3411,5837,-9892
6435,-10498,3137,-4852,2234,-5397
2190,-7025,2778,-5430,5266,-8954
4180,-10721,1732,-4936,4715,-6004
5801,-8898,1543,-2779,3382,-6205
3678,-8398,1557,-4055,9780,-11867
3767,-6928,3320,-4548,2183,-9505
4721,-5897,3387,-5572,3200,-6274
2987,-11340,1691,-6171,4586,-8238
9132,-13059,1669,-3493,9159,-10989
6383,-13277,5907,-7170,2666,-8165
2831,-4209,1575,-3111,5692,-10179
3555,-9192,3647,-7611,3726,-10017
1505,-3138,1503,-2620,1632,-2750
2177,-11252,1748,-5995,4798,-6304
